title,release,revenue,budget,rating,genres,country
Man on a Ledge,2012-01-13,46221189.0,42000000.0,6.2,Action,US
Seeking Justice,2011-09-02,12355798.0,17000000.0,5.8,Action,US
Red Tails,2012-01-19,50365377.0,58000000.0,5.9,Drama,US
The Intouchables,2011-11-02,426480871.0,13000000.0,8.2,Drama,France
One for the Money,2012-01-26,36893721.0,40000000.0,5.3,Action,US
W.E.,2011-09-01,868439.0,15000000.0,5.8,Drama,UK
The Innkeepers,2011-12-01,78396.0,750000.0,5.4,Horror,US
Big Miracle,2012-02-02,24719215.0,40000000.0,6.6,Adventure,UK
Chronicle,2012-02-01,145000000.0,15000000.0,6.6,Science Fiction,US
The Monk,2011-07-12,807535.0,11000000.0,5.8,Thriller,France
Safe House,2012-02-09,208076205.0,85000000.0,6.3,Action,US
The Vow,2012-02-05,196114570.0,30000000.0,7.0,Drama,US
"For a Good Time, Call...",2012-08-31,1243961.0,850000.0,5.8,Comedy,US
Journey 2: The Mysterious Island,2012-01-19,355692760.0,79000000.0,5.8,Adventure,US
Courageous,2011-09-30,34522221.0,1000000.0,6.8,Drama,US
Project X,2012-03-01,100000000.0,12000000.0,6.5,Comedy,US
The Lorax,2012-03-01,348840316.0,70000000.0,6.3,Animation,US
The Big Year,2011-10-13,7448385.0,41000000.0,5.6,Comedy,US
Act of Valor,2012-02-24,81272766.0,12000000.0,6.3,Action,US
This Means War,2012-02-14,156974557.0,65000000.0,5.9,Action,US
John Carter,2012-03-07,284139100.0,260000000.0,6.1,Action,US
The Awakening,2011-08-17,209696.0,4798235.0,6.3,Horror,UK
The Ledge,2011-05-06,610986.0,10000000.0,5.9,Drama,US
21 Jump Street,2012-03-12,201585328.0,42000000.0,6.7,Action,US
"Jeff, Who Lives at Home",2011-09-13,4417580.0,10000000.0,6.1,Drama,US
Lockout,2012-04-12,32204030.0,20000000.0,5.8,Action,France
A Lonely Place to Die,2011-04-09,25345000.0,4000000.0,6.2,Adventure,UK
Salmon Fishing in the Yemen,2011-09-10,34564651.0,5000000.0,6.3,Drama,UK
American Reunion,2012-04-04,234989584.0,50000000.0,6.1,Comedy,US
The Cabin in the Woods,2012-04-12,66486080.0,30000000.0,6.6,Horror,US
Silent House,2011-01-21,13101672.0,2000000.0,5.2,Horror,France
The Three Stooges,2012-04-13,54819301.0,30000000.0,4.9,Comedy,US
Mirror Mirror,2012-03-15,183018522.0,85000000.0,5.5,Adventure,US
Battleship,2012-04-11,303025485.0,209000000.0,5.5,Thriller,US
The Five-Year Engagement,2012-04-27,53909751.0,30000000.0,5.7,Comedy,US
Think Like a Man,2012-04-16,96070507.0,12000000.0,6.9,Comedy,US
The Lucky One,2012-04-19,99357138.0,25000000.0,6.8,Drama,US
Safe,2012-04-16,40346186.0,30000000.0,6.3,Action,US
Jumping the Broom,2011-05-06,37710610.0,6600000.0,6.0,Comedy,US
The Dictator,2012-05-15,179379533.0,65000000.0,5.9,Comedy,US
Men in Black 3,2012-05-23,624026776.0,225000000.0,6.3,Action,US
Snow White and the Huntsman,2012-05-30,396600000.0,170000000.0,5.8,Adventure,US
The Pirates! In an Adventure with Scientists!,2012-03-12,118338361.0,60000000.0,6.4,Animation,UK
Prometheus,2012-05-30,403170142.0,130000000.0,6.3,Science Fiction,UK
Bernie,2012-04-27,9206470.0,5000000.0,6.5,Comedy,US
Inhale,2010-08-27,55089.0,10000000.0,6.3,Drama,US
Wanderlust,2012-02-23,24159934.0,35000000.0,5.3,Comedy,US
Moonrise Kingdom,2012-05-16,68263166.0,16000000.0,7.6,Comedy,US
5 Days of War,2011-04-14,17479.0,20000000.0,5.8,War,US
A Thousand Words,2012-03-07,22044277.0,40000000.0,6.0,Drama,US
Safety Not Guaranteed,2012-06-08,4007792.0,750000.0,6.8,Comedy,US
Madagascar 3: Europe's Most Wanted,2012-06-06,746921274.0,145000000.0,6.4,Animation,US
Your Sister's Sister,2011-09-11,3200000.0,125000.0,6.5,Drama,US
Brave,2012-06-21,538983207.0,185000000.0,6.7,Animation,US
What to Expect When You're Expecting,2012-05-17,79700000.0,40000000.0,5.8,Romance,US
Abraham Lincoln: Vampire Hunter,2012-06-20,112265139.0,69000000.0,5.5,Action,US
4.3.2.1,2010-06-02,1163967.0,4600000.0,5.9,Action,UK
Rock of Ages,2012-06-13,59418613.0,75000000.0,6.0,Comedy,US
Seeking a Friend for the End of the World,2012-06-22,9636289.0,10000000.0,6.3,Comedy,US
Ted,2012-06-29,549368315.0,50000000.0,6.3,Comedy,US
Magic Mike,2012-06-28,167221571.0,7000000.0,6.1,Drama,US
The Amazing Spider-Man,2012-06-27,752215857.0,215000000.0,6.5,Action,US
Ice Age: Continental Drift,2012-06-26,877244782.0,95000000.0,6.2,Animation,US
Beasts of the Southern Wild,2012-06-29,21107746.0,1800000.0,6.8,Drama,US
People Like Us,2012-06-29,12434778.0,16000000.0,6.6,Drama,US
Savages,2012-07-06,82966152.0,45000000.0,6.2,Crime,US
The Watch,2012-07-26,68267862.0,68000000.0,5.3,Comedy,US
2 Days in New York,2012-03-28,1653792.0,8000000.0,5.4,Comedy,France
Killer Joe,2011-09-10,3665069.0,10000000.0,6.4,Crime,US
Skyfall,2012-10-25,1108561013.0,200000000.0,6.9,Action,UK
Hope Springs,2012-08-07,114281051.0,30000000.0,5.8,Drama,US
ParaNorman,2012-08-03,107139399.0,60000000.0,6.7,Family,US
Diary of a Wimpy Kid: Dog Days,2012-08-02,77112176.0,22000000.0,6.0,Comedy,US
Hit & Run,2012-08-22,14400000.0,2000000.0,5.5,Action,US
Premium Rush,2012-08-24,31083599.0,35000000.0,6.2,Crime,US
Lawless,2012-08-29,53676580.0,26000000.0,6.8,Crime,US
Piranha 3DD,2012-05-11,8493728.0,5000000.0,4.1,Horror,US
The Possession,2012-08-30,85446075.0,14000000.0,5.8,Horror,US
Little White Lies,2010-10-20,48531470.0,25000000.0,7.1,Comedy,France
The Apparition,2012-08-23,9627492.0,17000000.0,4.5,Horror,US
Bachelorette,2012-08-06,11947954.0,3000000.0,5.3,Comedy,US
The Words,2012-09-07,13231461.0,6000000.0,6.4,Drama,US
Pitch Perfect,2012-09-28,115350426.0,17000000.0,7.3,Comedy,US
The Cold Light of Day,2012-04-04,16863583.0,20000000.0,4.8,Action,US
That's My Boy,2012-06-14,58058367.0,70000000.0,5.5,Comedy,US
Robot & Frank,2012-08-16,3325038.0,2500000.0,6.8,Science Fiction,US
The Master,2012-09-07,28258060.0,32000000.0,7.0,Drama,US
Arbitrage,2012-09-14,35485056.0,12000000.0,6.1,Drama,US
End of Watch,2012-09-20,48126384.0,7000000.0,7.2,Crime,US
The Perks of Being a Wallflower,2012-09-20,33400000.0,13000000.0,7.7,Drama,US
Sparkle,2012-08-17,24637469.0,14000000.0,5.8,Drama,US
Taken 2,2012-09-27,376141306.0,45000000.0,6.1,Action,France
The Paperboy,2012-09-14,1353868.0,12500000.0,5.4,Thriller,US
House at the End of the Street,2012-09-21,44287131.0,6900000.0,5.6,Horror,US
Rust and Bone,2012-05-17,25762027.0,15400000.0,7.1,Drama,France
Katy Perry: Part of Me,2012-06-28,32726956.0,12000000.0,6.5,Documentary,US
Frankenweenie,2012-10-04,35287788.0,39000000.0,6.6,Animation,US
Sinister,2012-03-29,77712439.0,3000000.0,6.8,Horror,US
Hotel Transylvania,2012-09-20,358375603.0,85000000.0,6.8,Animation,US
Argo,2012-10-11,232324128.0,44500000.0,7.1,Drama,US
Seven Psychopaths,2012-09-07,19422261.0,15000000.0,6.7,Comedy,UK
Hoodwinked Too! Hood VS. Evil,2011-04-29,13521829.0,30000000.0,4.8,Comedy,US
Paranormal Activity 4,2012-10-17,142817992.0,5000000.0,5.2,Horror,US
Alex Cross,2012-10-18,30353232.0,45000000.0,5.1,Action,US
Silent Hill: Revelation 3D,2012-10-10,52302796.0,20000000.0,5.1,Thriller,France
Killing Them Softly,2012-09-20,37930465.0,15000000.0,5.8,Crime,US
The Sessions,2012-05-02,9138338.0,1000000.0,6.6,Drama,US
Smashed,2012-09-12,376597.0,500000.0,6.3,Drama,US
Wreck-It Ralph,2012-11-01,471222889.0,165000000.0,7.1,Family,US
Silver Linings Playbook,2012-09-08,205738714.0,21000000.0,7.0,Drama,US
Flight,2012-11-02,161772375.0,31000000.0,6.5,Drama,US
Life of Pi,2012-11-20,609016565.0,120000000.0,7.2,Adventure,US
Stolen,2012-05-17,2106557.0,35000000.0,5.1,Action,US
Amour,2012-07-01,29844753.0,8900000.0,7.5,Drama,France
The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,829000000.0,120000000.0,6.1,Adventure,US
Red Dawn,2012-11-21,44806783.0,65000000.0,5.3,War,US
Rise of the Guardians,2012-11-21,306941670.0,145000000.0,7.1,Fantasy,US
Deadfall,2012-11-08,66351.0,12000000.0,5.6,Crime,France
Step Up Revolution,2012-07-26,140470746.0,33000000.0,6.7,Music,US
Lay the Favorite,2012-06-22,1576687.0,26350000.0,4.9,Drama,UK
Zero Dark Thirty,2012-12-19,132820716.0,40000000.0,6.7,Thriller,US
Fire with Fire,2012-08-31,4636169.0,20000000.0,5.6,Action,US
The Guilt Trip,2012-12-19,41863726.0,40000000.0,5.4,Comedy,US
Jack Reacher,2012-12-20,218340595.0,60000000.0,6.3,Crime,US
Django Unchained,2012-12-25,425368238.0,100000000.0,7.8,Drama,US
This Is 40,2012-12-20,88058786.0,35000000.0,5.6,Comedy,US
The Impossible,2012-09-09,180274123.0,42000000.0,7.0,Thriller,US
Les Misérables,2012-12-18,441809770.0,61000000.0,7.2,Drama,UK
Not Fade Away,2012-12-21,610792.0,20000000.0,5.4,Drama,US
Quartet,2012-09-08,59520298.0,11000000.0,6.4,Drama,UK
StreetDance 3D,2010-05-19,18144030.0,5773100.0,6.1,Drama,UK
Parental Guidance,2012-12-25,119772232.0,25000000.0,5.8,Comedy,US
The Sweeney,2012-09-11,6294161.0,3730500.0,5.7,Action,UK
Texas Chainsaw 3D,2013-01-03,47241945.0,20000000.0,5.3,Horror,US
Gangster Squad,2013-01-10,105200903.0,60000000.0,6.2,Crime,US
The Iceman,2012-09-01,1969193.0,20000000.0,6.4,Thriller,US
A Haunted House,2013-01-11,60141683.0,2500000.0,5.4,Comedy,US
Upstream Color,2013-04-05,444098.0,100000.0,6.5,Drama,US
Broken City,2013-01-18,19701164.0,56000000.0,5.7,Thriller,US
Movie 43,2013-01-01,32438988.0,6000000.0,4.5,Comedy,US
Parker,2013-01-23,46216641.0,35000000.0,5.7,Action,US
Hansel & Gretel: Witch Hunters,2013-01-17,224803475.0,50000000.0,5.7,Fantasy,US
The East,2013-05-31,2401510.0,6500000.0,6.5,Drama,UK
Side Effects,2013-02-07,63372757.0,30000000.0,6.4,Thriller,US
Identity Thief,2013-02-07,173965010.0,35000000.0,5.6,Comedy,US
Beautiful Creatures,2013-02-13,60052138.0,60000000.0,5.6,Fantasy,US
A Good Day to Die Hard,2013-02-06,304654182.0,92000000.0,5.2,Action,US
21 & Over,2013-03-01,48065672.0,13000000.0,5.7,Comedy,US
Safe Haven,2013-02-07,97594140.0,28000000.0,6.9,Romance,US
Elles,2011-09-09,911466.0,4000000.0,5.1,Drama,France
Universal Soldier: Day of Reckoning,2012-10-04,1402307.0,11500000.0,5.1,Thriller,US
Snitch,2013-02-21,42930462.0,35000000.0,5.8,Thriller,US
Dark Skies,2013-02-21,25174316.0,3500000.0,6.1,Science Fiction,US
Jack the Giant Slayer,2013-02-27,197687603.0,195000000.0,5.5,Action,US
The Last Exorcism Part II,2013-02-28,15179302.0,5000000.0,4.4,Horror,US
G.I. Joe: Retaliation,2013-03-26,371876278.0,130000000.0,5.4,Adventure,US
Stoker,2013-02-28,12077441.0,12000000.0,6.5,Drama,US
Phantom,2013-01-03,1034589.0,10000000.0,5.5,Thriller,US
Oz: The Great and Powerful,2013-03-07,491868548.0,200000000.0,5.7,Fantasy,US
The Croods,2013-03-20,585178928.0,135000000.0,6.8,Adventure,US
The Incredible Burt Wonderstone,2013-03-14,27437881.0,30000000.0,5.3,Comedy,US
Spring Breakers,2013-01-24,31724284.0,5000000.0,5.0,Drama,France
The Call,2013-03-14,68572378.0,13000000.0,6.6,Crime,US
Olympus Has Fallen,2013-03-20,161025640.0,70000000.0,6.2,Action,US
The Place Beyond the Pines,2013-03-20,35485608.0,15000000.0,6.8,Drama,US
The Host,2013-03-22,63327201.0,44000000.0,6.0,Action,US
Admission,2013-03-21,18000000.0,13000000.0,5.5,Comedy,US
Evil Dead,2013-04-05,97542952.0,17000000.0,6.4,Horror,US
Trance,2013-03-27,24261569.0,20000000.0,6.5,Thriller,UK
Welcome to the Punch,2013-03-15,9747.0,8500000.0,5.7,Action,UK
Oblivion,2013-04-10,286168572.0,120000000.0,6.4,Action,US
42,2013-04-12,95020213.0,40000000.0,6.8,Drama,US
Disconnect,2012-09-11,3428048.0,10000000.0,6.9,Drama,US
Scary Movie 5,2013-04-11,78378744.0,20000000.0,4.6,Comedy,US
Pain & Gain,2013-04-18,86175291.0,25000000.0,6.1,Thriller,US
Home Run,2013-04-19,2861020.0,1200000.0,6.3,Drama,US
This Is the End,2013-06-12,126041322.0,32000000.0,6.2,Action,US
Black Gold,2011-12-21,5446000.0,40000000.0,5.9,Adventure,France
Mud,2013-05-01,21587700.0,10000000.0,7.0,Drama,US
The Great Gatsby,2013-05-10,351040419.0,105000000.0,7.3,Drama,US
Star Trek Into Darkness,2013-05-05,467365246.0,190000000.0,7.4,Action,US
The Internship,2013-06-07,44000000.0,58000000.0,6.1,Comedy,US
Only God Forgives,2013-05-30,10337387.0,4800000.0,5.6,Drama,France
The Hangover Part III,2013-05-23,362000072.0,103000000.0,6.0,Comedy,US
Fast & Furious 6,2013-05-06,788679850.0,160000000.0,6.7,Action,US
Epic,2013-05-15,268426634.0,100000000.0,6.4,Animation,US
The Past,2013-05-17,10631747.0,11000000.0,7.1,Drama,France
Behind the Candelabra,2013-05-26,15600000.0,23000000.0,6.6,Drama,US
After Earth,2013-05-30,243843127.0,130000000.0,5.0,Science Fiction,US
Now You See Me,2013-05-29,117698894.0,75000000.0,7.3,Thriller,US
Lovelace,2013-08-08,1585582.0,10000000.0,6.0,Drama,US
Special Forces,2011-11-02,10759.0,10000000.0,6.4,Action,France
The Way Way Back,2013-06-06,23198652.0,4600000.0,7.1,Comedy,US
Man of Steel,2013-06-12,662845518.0,225000000.0,6.5,Action,UK
The Big Wedding,2013-04-25,21819348.0,35000000.0,5.7,Comedy,US
The Purge,2013-05-31,89328627.0,3000000.0,6.0,Science Fiction,France
The Bling Ring,2013-06-12,19145732.0,15000000.0,5.3,Drama,US
Monsters University,2013-06-20,743559607.0,200000000.0,7.0,Animation,US
Maniac,2012-12-26,31081.0,6000000.0,5.9,Horror,France
Pacific Rim,2013-07-11,407602906.0,180000000.0,6.7,Action,US
World War Z,2013-06-20,531865000.0,200000000.0,6.7,Action,US
Elysium,2013-08-07,286140700.0,115000000.0,6.4,Science Fiction,US
Despicable Me 2,2013-06-25,970761885.0,76000000.0,7.0,Animation,US
White House Down,2013-06-27,205366737.0,150000000.0,6.3,Action,US
The World's End,2013-07-18,46089287.0,20000000.0,6.7,Comedy,UK
Hummingbird,2013-05-07,8352885.0,20000000.0,5.9,Action,US
The Heat,2013-06-27,158674180.0,43000000.0,6.5,Action,US
The Lone Ranger,2013-07-03,89289910.0,255000000.0,5.9,Action,US
The Spectacular Now,2013-08-02,6854611.0,2500000.0,6.8,Comedy,US
R.I.P.D.,2013-07-18,61648500.0,130000000.0,5.4,Fantasy,US
The Conjuring,2013-07-18,318000141.0,13000000.0,7.4,Horror,US
Turbo,2013-07-11,282570682.0,135000000.0,6.1,Animation,US
The Wolverine,2013-07-23,415440673.0,120000000.0,6.3,Action,UK
2 Guns,2013-08-02,131940411.0,61000000.0,6.6,Action,US
Blue Jasmine,2013-07-25,99206215.0,18000000.0,7.0,Comedy,US
The Canyons,2013-07-29,56825.0,250000.0,4.1,Thriller,US
Percy Jackson: Sea of Monsters,2013-08-07,174578751.0,90000000.0,5.9,Adventure,US
The Smurfs 2,2013-07-30,347434178.0,105000000.0,5.5,Fantasy,US
Alan Partridge: Alpha Papa,2013-07-24,9800000.0,4000000.0,6.5,Comedy,UK
Class of 1999,1990-05-11,2459895.0,5200000.0,6.3,Science Fiction,US
We're the Millers,2013-08-07,269994119.0,37000000.0,6.8,Comedy,US
Grown Ups 2,2013-07-11,246984278.0,80000000.0,5.8,Comedy,US
Kick-Ass 2,2013-07-17,60700000.0,28000000.0,6.3,Action,US
Riddick,2013-09-02,98337295.0,38000000.0,6.2,Science Fiction,US
Planes,2013-08-09,219788712.0,50000000.0,5.7,Animation,US
Paranoia,2013-08-14,13785015.0,35000000.0,5.6,Drama,France
Jobs,2013-08-16,35931410.0,12000000.0,6.0,Drama,US
The Mortal Instruments: City of Bones,2013-08-21,90565421.0,60000000.0,6.2,Action,US
The Butler,2013-08-16,115922175.0,25000000.0,7.2,Drama,US
In a World...,2013-08-09,2963902.0,1000000.0,6.4,Comedy,UK
About Time,2013-08-16,87100449.0,12000000.0,7.8,Comedy,UK
The Frozen Ground,2013-07-18,5496951.0,27220000.0,6.1,Thriller,US
Empire State,2013-09-03,3639345.0,11000000.0,4.9,Action,US
Adore,2013-04-03,318982.0,16000000.0,6.1,Drama,France
Gravity,2013-09-27,716392705.0,105000000.0,7.3,Science Fiction,UK
Prisoners,2013-09-18,122126687.0,46000000.0,7.9,Drama,US
Out of the Furnace,2013-12-06,15400000.0,22000000.0,6.5,Thriller,US
Austenland,2013-08-15,2159041.0,4900000.0,6.6,Comedy,UK
The Family,2013-09-13,36894225.0,30000000.0,6.1,Crime,France
The To Do List,2013-07-24,3566225.0,1500000.0,5.5,Comedy,US
Battle of the Year,2013-09-21,16549477.0,20000000.0,5.9,Music,US
Nebraska,2013-09-21,17654912.0,12000000.0,7.4,Drama,US
Metallica: Through the Never,2013-09-25,7972967.0,18000000.0,6.7,Music,US
Runner Runner,2013-09-24,62616646.0,30000000.0,5.5,Crime,US
Blue Is the Warmest Color,2013-10-09,10165694.0,4300000.0,7.2,Romance,France
Parkland,2013-10-02,653651.0,10000000.0,5.8,History,US
Cloudy with a Chance of Meatballs 2,2013-09-26,248384621.0,78000000.0,6.4,Animation,US
Captain Phillips,2013-10-10,95000000.0,55000000.0,7.6,Action,US
Machete Kills,2013-09-12,15008161.0,12000000.0,5.3,Action,US
Filth,2013-09-23,9114264.0,5000000.0,6.8,Crime,UK
Baggage Claim,2013-09-27,22456509.0,8500000.0,5.6,Comedy,US
Escape Plan,2013-10-09,122915111.0,50000000.0,6.7,Action,US
Carrie,2013-10-16,82394288.0,30000000.0,5.8,Drama,US
The Counselor,2013-10-25,71009334.0,25000000.0,5.0,Thriller,UK
12 Years a Slave,2013-10-18,187000000.0,20000000.0,7.9,Drama,US
All Is Lost,2013-10-18,6108720.0,9000000.0,6.6,Action,US
Ender's Game,2013-10-23,125537191.0,110000000.0,6.6,Science Fiction,US
Bad Grandpa,2013-10-22,151831537.0,15000000.0,6.0,Comedy,US
Thor: The Dark World,2013-10-29,644571402.0,170000000.0,6.8,Action,US
Dallas Buyers Club,2013-09-07,55198285.0,5000000.0,7.9,Drama,US
Free Birds,2013-10-30,110000000.0,55000000.0,5.7,Animation,US
Last Vegas,2013-10-31,134402450.0,28000000.0,6.4,Comedy,US
Philomena,2013-11-01,100129872.0,12000000.0,7.4,Drama,UK
The Best Man Holiday,2013-11-15,71625195.0,17000000.0,6.7,Comedy,US
The Hunger Games: Catching Fire,2013-11-15,847423452.0,130000000.0,7.4,Adventure,US
47 Ronin,2013-12-06,150962475.0,175000000.0,5.9,Drama,US
Delivery Man,2013-10-10,51164106.0,26000000.0,6.2,Comedy,US
Frozen,2013-11-27,1274219009.0,150000000.0,7.3,Animation,US
Inside Llewyn Davis,2013-10-06,32935319.0,11000000.0,7.2,Drama,US
The Wolf of Wall Street,2013-12-25,392000694.0,100000000.0,7.9,Crime,US
Homefront,2013-11-27,43058898.0,22000000.0,6.4,Action,US
Mandela: Long Walk to Freedom,2013-12-06,27330000.0,35000000.0,6.5,Drama,UK
August: Osage County,2013-12-26,74188937.0,25000000.0,6.9,Comedy,US
American Hustle,2013-12-12,251171807.0,40000000.0,6.8,Drama,US
The Secret Life of Walter Mitty,2013-12-18,188133322.0,90000000.0,7.0,Adventure,US
Lone Survivor,2013-12-24,149295601.0,40000000.0,7.4,Action,US
The Nutcracker: The Untold Story,2010-11-24,16178959.0,90000000.0,5.3,Fantasy,UK
Oldboy,2013-11-14,4861022.0,30000000.0,5.9,Drama,US
Anchorman 2: The Legend Continues,2013-12-18,173649015.0,50000000.0,6.0,Comedy,US
Fun Size,2012-10-25,11417362.0,14000000.0,5.5,Comedy,US
Grudge Match,2013-12-25,44907260.0,40000000.0,6.0,Comedy,US
Paranormal Activity: The Marked Ones,2014-01-01,86362372.0,5000000.0,5.2,Horror,US
Yves Saint Laurent,2014-01-08,21026290.0,12000000.0,6.4,Drama,France
Ride Along,2014-01-07,153997819.0,25000000.0,6.1,Action,US
Divergent,2014-03-14,288747895.0,85000000.0,6.9,Adventure,US
HOUBA! On the Trail of the Marsupilami,2012-04-03,48600000.0,50000000.0,5.0,Adventure,France
Devil's Due,2014-01-08,36433975.0,7000000.0,4.4,Horror,US
Decoding Annie Parker,2014-05-02,48390.0,2000000.0,5.5,Drama,US
Justice League: War,2014-02-02,5155325.0,3500000.0,7.0,Animation,US
"I, Frankenstein",2014-01-22,71154592.0,65000000.0,5.1,Horror,US
Better Living Through Chemistry,2014-03-14,75143.0,5000000.0,5.9,Drama,UK
Labor Day,2013-12-27,20275812.0,18000000.0,6.7,Drama,US
The Lego Movie,2014-02-06,469160692.0,60000000.0,7.5,Adventure,US
Sabotage,2014-03-28,17508518.0,35000000.0,5.5,Action,US
The Zero Theorem,2014-01-02,770706.0,8500000.0,5.9,Drama,UK
Endless Love,2014-02-12,34077920.0,20000000.0,6.7,Drama,US
Winter's Tale,2014-02-13,30800231.0,60000000.0,6.0,Drama,US
Joe,2014-04-11,2365467.0,4000000.0,6.5,Drama,US
About Last Night,2014-02-14,49002684.0,12500000.0,6.0,Comedy,US
The Grand Budapest Hotel,2014-02-26,174600318.0,30000000.0,8.0,Comedy,UK
That Awkward Moment,2014-01-29,26049082.0,8000000.0,6.1,Comedy,US
3 Days to Kill,2014-02-14,52597999.0,28000000.0,6.0,Action,France
Non-Stop,2014-01-26,222809600.0,50000000.0,6.8,Action,France
300: Rise of an Empire,2014-03-05,337580051.0,110000000.0,6.1,Action,US
Mr. Peabody & Sherman,2014-02-07,272912430.0,145000000.0,6.7,Animation,US
Under the Skin,2014-03-14,5380251.0,13300000.0,6.0,Thriller,UK
Barefoot,2014-02-02,15071.0,6000000.0,6.3,Comedy,US
Veronica Mars,2014-03-13,3485127.0,6000000.0,6.5,Comedy,US
Bad Words,2013-09-06,7800000.0,9500000.0,6.4,Comedy,US
Son of God,2014-02-28,67800064.0,22000000.0,5.9,Drama,US
Captain America: The Winter Soldier,2014-03-20,714766572.0,170000000.0,7.6,Action,US
Noah,2014-03-20,362637473.0,125000000.0,5.5,Drama,US
13 Sins,2014-04-18,13809.0,5000000.0,6.2,Horror,US
The Legend of Hercules,2014-01-10,61279452.0,70000000.0,4.4,Action,US
Muppets Most Wanted,2014-03-20,80383290.0,50000000.0,6.2,Comedy,US
Blood Ties,2013-08-22,2415472.0,25500000.0,6.0,Thriller,France
The Quiet Ones,2014-04-01,17834867.0,200000.0,5.1,Horror,UK
Draft Day,2014-04-11,28831145.0,25000000.0,6.5,Drama,US
The Amazing Spider-Man 2,2014-04-16,705717432.0,200000000.0,6.5,Action,US
Oculus,2013-09-08,44030246.0,5000000.0,6.3,Horror,US
God's Not Dead,2014-03-21,29789000.0,17000000.0,5.9,Drama,US
Beauty and the Beast,2014-02-12,49100000.0,33000000.0,5.8,Fantasy,France
Rio 2,2014-03-19,500188435.0,103000000.0,6.3,Animation,US
Heaven is for Real,2014-04-16,101332962.0,12000000.0,6.1,Drama,US
The Other Woman,2014-04-16,196781193.0,40000000.0,6.2,Comedy,US
Locke,2014-04-10,4635300.0,2000000.0,6.9,Drama,UK
Neighbors,2014-05-08,268157400.0,18000000.0,6.2,Comedy,US
Belle,2013-09-08,16505460.0,10900000.0,7.2,Drama,UK
The Immigrant,2013-07-03,5867686.0,16000000.0,6.2,Drama,US
Moms' Night Out,2014-03-25,10429707.0,5000000.0,5.5,Comedy,US
Lucy,2014-07-14,126546825.0,40000000.0,6.3,Action,France
X-Men: Days of Future Past,2014-05-15,747862775.0,250000000.0,7.5,Action,UK
Walk of Shame,2014-05-02,59209.0,15000000.0,5.8,Comedy,US
Chef,2014-05-08,45967935.0,11000000.0,7.2,Comedy,US
Blended,2014-05-21,123494610.0,40000000.0,6.6,Comedy,US
Begin Again,2013-09-07,63464861.0,8000000.0,7.3,Comedy,US
Maleficent,2014-05-28,758539785.0,180000000.0,7.0,Fantasy,US
Million Dollar Arm,2014-05-09,38307627.0,25000000.0,6.6,Drama,US
The Fault in Our Stars,2014-05-16,307166834.0,12000000.0,7.6,Romance,US
Camille Claudel 1915,2013-03-13,115860.0,3512454.0,7.0,Drama,France
Mindscape,2013-10-13,1200000.0,4357373.0,6.5,Thriller,France
Bikini Spring Break,2012-06-26,500000.0,500000.0,3.8,Comedy,US
22 Jump Street,2014-06-05,188441614.0,50000000.0,7.0,Crime,US
The Equalizer,2014-09-24,192330738.0,55000000.0,7.1,Thriller,US
How to Train Your Dragon 2,2014-06-12,609123048.0,145000000.0,7.6,Fantasy,US
Birdman,2014-08-27,103215094.0,18000000.0,7.4,Drama,US
17 Girls,2011-06-13,201607.0,4141459.0,5.6,Drama,France
Boyhood,2014-06-05,44349000.0,4000000.0,7.5,Drama,US
Think Like a Man Too,2014-06-20,70181428.0,24000000.0,6.3,Comedy,US
Jersey Boys,2014-06-05,67347013.0,40000000.0,6.8,Music,US
Transformers: Age of Extinction,2014-06-25,1091405097.0,210000000.0,5.8,Science Fiction,US
Planes: Fire & Rescue,2014-07-17,151165787.0,50000000.0,5.8,Animation,US
Tammy,2014-07-02,100525432.0,20000000.0,5.0,Comedy,US
Whiplash,2014-10-10,13092000.0,3300000.0,8.3,Drama,US
Gone Girl,2014-10-01,369330363.0,61000000.0,7.9,Mystery,US
Dawn of the Planet of the Apes,2014-06-26,710644566.0,170000000.0,7.3,Science Fiction,US
No One Lives,2013-03-09,74918.0,2900000.0,5.5,Horror,US
And So It Goes,2014-07-20,25312387.0,18000000.0,5.7,Comedy,US
Sex Tape,2014-07-17,126069509.0,40000000.0,5.2,Comedy,US
The Purge: Anarchy,2014-07-17,108782847.0,9000000.0,6.6,Horror,France
Guardians of the Galaxy,2014-07-30,773328629.0,170000000.0,7.9,Action,UK
The Signal,2014-03-15,600896.0,4000000.0,5.8,Thriller,US
The Expendables 3,2014-08-04,206172544.0,90000000.0,6.1,Action,France
Hercules,2014-07-23,243400000.0,100000000.0,5.6,Action,US
A Most Wanted Man,2014-07-25,31554855.0,15000000.0,6.5,Thriller,UK
Wish I Was Here,2014-01-18,5483299.0,5500000.0,6.4,Drama,US
Earth to Echo,2014-06-14,45300000.0,13000000.0,5.7,Family,US
Step Up All In,2014-07-16,86165646.0,45000000.0,6.7,Romance,US
Life After Beth,2014-08-15,88273.0,2400000.0,5.0,Romance,US
Magic in the Moonlight,2014-07-25,51029361.0,16800000.0,6.5,Comedy,UK
Jupiter Ascending,2015-02-04,183987723.0,176000003.0,5.2,Science Fiction,US
Teenage Mutant Ninja Turtles,2014-08-07,477200000.0,125000000.0,5.8,Science Fiction,US
The Giver,2014-08-11,66980456.0,25000000.0,6.4,Drama,US
