age,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,deposit
39,married,tertiary,no,1802,no,no,92,1,336,1,failure,no
22,single,primary,no,3472,no,no,332,1,183,3,failure,yes
39,married,tertiary,no,206,no,no,148,2,195,2,success,yes
43,married,secondary,no,69,yes,yes,304,1,337,1,failure,no
65,married,secondary,no,571,yes,no,349,1,183,2,success,yes
54,married,secondary,no,3994,no,yes,595,2,187,2,success,yes
28,single,tertiary,no,80,no,no,676,2,146,2,failure,yes
61,married,tertiary,no,267,no,no,192,3,184,1,success,yes
53,married,primary,no,2581,no,no,828,1,189,1,failure,yes
38,divorced,secondary,no,0,yes,no,576,1,183,4,success,yes
69,married,tertiary,no,473,no,no,110,1,106,2,failure,no
27,single,tertiary,no,1134,no,no,825,1,183,4,success,yes
55,divorced,secondary,no,309,no,no,467,2,184,1,success,yes
33,single,tertiary,no,6807,no,no,512,2,184,1,success,yes
33,single,tertiary,no,658,yes,no,307,1,208,1,success,yes
33,married,tertiary,no,79,yes,no,249,2,335,2,failure,yes
30,single,tertiary,no,411,no,no,127,3,149,2,failure,yes
68,single,tertiary,no,2144,no,no,277,1,184,2,success,yes
42,divorced,secondary,no,527,no,yes,181,1,185,1,success,yes
41,single,tertiary,no,431,no,no,133,1,107,2,success,yes
35,single,tertiary,no,1750,yes,no,422,1,175,4,success,no
29,married,secondary,no,123,no,yes,247,1,184,3,success,yes
27,single,secondary,no,3792,no,no,504,1,183,2,success,yes
82,married,primary,no,8603,no,no,306,3,107,1,success,yes
55,married,secondary,no,0,no,no,102,1,106,1,failure,no
76,married,tertiary,no,2991,no,no,344,1,183,1,success,yes
38,married,tertiary,no,4174,no,no,336,2,184,5,failure,yes
60,married,secondary,no,10925,no,no,270,3,185,1,success,yes
33,divorced,secondary,no,2411,yes,no,130,1,161,1,failure,yes
73,married,primary,no,796,no,no,427,1,182,2,failure,yes
39,married,secondary,no,0,yes,no,622,1,184,1,success,no
57,married,primary,no,6900,no,no,255,4,185,2,failure,yes
33,married,tertiary,no,5878,no,no,438,1,430,2,failure,yes
35,single,secondary,no,183,no,no,281,1,52,4,failure,yes
59,married,primary,no,3648,no,no,257,2,126,3,success,yes
40,married,tertiary,no,1108,no,no,61,2,76,3,failure,no
40,married,secondary,no,0,no,no,87,2,200,2,failure,no
44,divorced,tertiary,no,36,no,no,127,2,153,3,failure,no
59,married,tertiary,no,1425,no,no,151,2,77,3,failure,no
52,married,secondary,no,722,no,no,99,2,185,3,failure,no
73,married,primary,no,542,no,no,355,1,180,5,failure,yes
55,married,secondary,no,865,yes,no,96,1,111,3,failure,no
58,married,secondary,no,3027,yes,no,120,1,186,1,success,no
46,single,tertiary,no,311,yes,yes,96,1,158,1,failure,no
38,single,secondary,no,0,no,no,297,1,75,3,failure,yes
30,single,tertiary,no,398,no,no,102,1,180,3,success,yes
52,married,secondary,no,992,yes,no,424,1,515,1,failure,yes
59,married,secondary,no,0,no,no,376,1,81,3,failure,no
71,married,tertiary,no,383,no,no,327,2,183,3,success,no
38,divorced,secondary,no,70,no,no,255,3,148,1,success,yes
34,single,tertiary,no,18,yes,yes,114,1,180,1,success,no
60,married,primary,no,182,no,no,83,2,76,3,failure,no
29,married,secondary,no,1599,yes,no,95,1,112,2,failure,no
61,married,secondary,no,89,no,no,154,1,181,2,failure,no
27,single,tertiary,no,390,no,no,190,1,82,1,success,no
30,single,secondary,no,914,yes,no,524,3,272,1,failure,yes
57,married,tertiary,no,2326,no,no,207,1,194,1,success,yes
61,married,secondary,no,272,no,no,318,1,269,1,failure,no
30,single,tertiary,no,697,no,no,215,3,80,5,success,yes
66,married,tertiary,no,1948,no,no,106,2,269,2,failure,yes
53,married,tertiary,no,395,no,no,136,1,148,1,failure,yes
34,single,secondary,no,920,yes,no,250,1,342,5,failure,no
47,married,tertiary,no,3663,no,no,424,2,213,3,success,yes
62,married,primary,no,115,no,no,157,4,183,3,failure,no
30,single,secondary,no,853,no,no,279,1,148,1,failure,yes
56,married,primary,no,1947,no,no,631,2,149,3,failure,no
30,single,tertiary,no,53,no,no,155,1,184,1,success,no
60,married,tertiary,no,3401,no,no,294,1,270,1,failure,yes
46,married,primary,no,3512,no,no,175,1,197,1,failure,yes
33,married,tertiary,no,3301,yes,no,131,2,171,2,failure,no
37,married,primary,no,1506,no,no,101,3,80,3,success,no
20,single,primary,no,0,no,no,69,4,182,4,failure,no
38,married,tertiary,no,732,no,no,53,2,161,1,failure,no
70,married,secondary,no,3020,no,no,358,2,186,1,failure,no
29,single,tertiary,no,3054,no,no,204,1,186,7,success,no
54,married,secondary,no,473,no,yes,182,1,81,1,failure,yes
35,single,tertiary,no,5462,no,no,188,1,186,1,success,yes
26,married,tertiary,no,906,no,no,109,1,160,1,success,no
35,married,secondary,no,580,yes,no,180,2,171,1,failure,no
72,single,tertiary,no,1285,no,no,179,5,98,2,failure,no
55,divorced,tertiary,no,2037,no,no,209,2,273,1,failure,yes
44,married,tertiary,no,1818,yes,yes,88,2,83,2,failure,no
48,married,secondary,no,0,yes,yes,1233,1,351,2,failure,yes
36,single,tertiary,no,62,yes,no,566,1,182,7,failure,yes
55,single,tertiary,no,0,no,no,222,3,187,3,failure,no
36,married,tertiary,no,506,no,no,217,1,70,2,failure,yes
40,married,secondary,no,1508,no,no,177,2,85,3,failure,no
27,single,tertiary,no,1720,no,no,284,2,273,1,failure,yes
38,married,tertiary,no,2812,yes,no,322,1,187,1,success,no
36,married,tertiary,no,7222,yes,no,116,4,154,1,failure,no
31,married,tertiary,no,1812,no,no,138,1,84,2,failure,no
29,single,secondary,no,2,no,no,85,1,142,1,failure,no
34,married,tertiary,no,1778,no,no,358,1,162,2,failure,yes
61,married,tertiary,no,6016,no,no,199,1,275,3,success,no
31,single,tertiary,no,220,yes,no,257,2,184,2,failure,no
60,married,tertiary,no,6573,yes,no,126,2,87,2,failure,no
24,married,secondary,no,556,yes,no,368,2,80,2,success,yes
33,married,tertiary,no,1699,no,no,178,2,94,1,success,yes
33,married,secondary,no,6699,no,no,425,1,462,1,failure,no
33,married,secondary,no,1536,no,no,262,1,94,2,success,yes
32,single,tertiary,no,935,no,no,165,1,91,7,success,yes
60,married,tertiary,no,10861,no,no,98,1,91,2,failure,yes
34,married,secondary,no,2374,yes,no,161,1,209,2,failure,yes
35,single,tertiary,no,1228,no,no,696,2,88,12,failure,yes
53,married,tertiary,no,1356,yes,no,371,2,96,4,failure,no
24,single,secondary,no,125,no,no,263,1,90,1,failure,yes
32,single,tertiary,no,1527,yes,no,270,1,144,2,failure,no
38,single,tertiary,no,3141,no,no,347,4,189,2,success,yes
47,married,secondary,no,3940,yes,no,171,2,96,5,success,no
45,married,tertiary,no,160,no,no,182,2,194,1,success,yes
40,married,tertiary,no,0,no,no,147,1,96,8,success,yes
31,married,tertiary,no,2666,no,no,318,2,97,6,success,yes
44,single,secondary,no,1534,no,no,95,1,95,3,success,yes
61,married,tertiary,no,2557,yes,no,89,1,91,4,success,yes
67,married,tertiary,no,405,no,no,344,2,95,2,success,yes
33,married,tertiary,no,22867,yes,no,266,2,92,3,failure,yes
57,married,secondary,no,2155,no,yes,144,3,91,2,failure,yes
71,divorced,primary,no,1311,no,no,301,2,91,1,success,yes
52,married,secondary,no,94,no,no,293,3,190,10,failure,yes
48,divorced,secondary,no,201,no,no,594,1,91,1,success,yes
33,married,tertiary,no,1388,yes,no,280,1,89,2,failure,no
27,single,secondary,no,4590,yes,no,131,4,89,3,failure,yes
52,married,tertiary,no,1785,no,no,133,3,89,1,failure,no
35,single,tertiary,no,612,no,no,158,1,195,1,failure,no
35,single,tertiary,no,5007,yes,no,133,1,90,3,failure,no
23,single,secondary,no,598,no,no,406,1,195,1,failure,yes
26,single,tertiary,no,943,no,no,166,1,195,1,success,yes
51,married,tertiary,no,938,no,no,98,2,97,3,failure,no
33,married,secondary,no,1076,no,no,131,1,96,5,failure,yes
35,married,tertiary,no,0,yes,no,229,2,96,3,success,yes
53,married,tertiary,no,1624,no,no,166,3,97,7,success,yes
44,divorced,tertiary,no,1070,yes,no,172,1,91,5,success,yes
53,divorced,primary,no,4401,no,no,241,1,92,1,success,yes
21,single,secondary,no,123,no,no,513,1,91,1,success,yes
36,single,secondary,no,3623,no,no,71,1,378,1,success,yes
31,single,tertiary,no,533,no,no,90,3,93,6,success,yes
42,married,secondary,no,994,yes,no,227,3,93,6,success,yes
28,single,tertiary,no,805,no,no,116,5,170,2,failure,no
27,single,tertiary,no,168,no,no,123,1,196,1,success,yes
33,married,secondary,no,386,no,no,253,1,92,4,failure,yes
65,married,secondary,no,1370,no,no,177,1,92,1,failure,no
30,single,secondary,no,2424,no,no,110,1,279,1,failure,yes
51,married,tertiary,no,346,no,no,134,2,192,3,failure,yes
32,married,tertiary,no,1331,no,no,126,1,92,5,failure,yes
47,married,tertiary,no,4693,no,yes,89,1,97,3,success,yes
48,married,secondary,no,1230,yes,no,169,1,196,2,success,yes
61,married,primary,no,1720,no,no,150,1,463,5,failure,no
36,married,secondary,no,2971,no,no,247,1,97,8,failure,yes
27,single,tertiary,no,5291,no,no,192,2,92,2,failure,yes
43,single,secondary,no,3403,yes,no,707,2,97,2,success,yes
33,married,secondary,no,133,no,no,627,2,192,1,success,yes
50,married,secondary,no,3608,yes,no,176,2,197,2,success,yes
43,divorced,secondary,no,1854,no,no,131,2,197,1,success,no
76,married,primary,no,3324,no,no,122,1,92,3,success,yes
63,married,tertiary,no,5112,no,no,2184,2,95,3,failure,yes
77,married,primary,no,2590,no,no,212,3,277,12,failure,yes
71,married,primary,no,2600,no,no,186,2,98,1,success,yes
46,married,tertiary,no,2671,no,no,180,3,91,4,success,no
39,married,secondary,no,260,yes,no,226,1,94,4,success,yes
37,single,secondary,no,115,no,no,122,4,101,5,failure,no
18,single,primary,no,608,no,no,210,1,93,1,success,yes
58,divorced,secondary,no,462,no,no,495,1,93,1,success,yes
61,married,secondary,no,1471,no,no,632,1,93,2,failure,no
44,divorced,secondary,no,14,no,no,167,1,92,1,success,yes
67,married,secondary,no,1146,no,no,259,1,92,2,failure,yes
31,single,secondary,no,181,no,no,239,2,93,2,success,yes
36,single,secondary,no,376,no,no,193,1,92,1,success,yes
56,married,primary,no,9367,no,no,271,2,92,4,success,yes
74,married,primary,no,0,no,no,332,2,92,2,success,no
33,married,tertiary,no,271,yes,no,182,2,91,2,success,yes
24,single,secondary,no,382,no,no,256,2,92,3,failure,yes
33,single,tertiary,no,2465,no,no,139,2,95,1,success,no
34,married,tertiary,no,2599,no,no,95,1,200,2,success,no
33,married,secondary,no,920,no,no,130,1,95,2,failure,yes
58,married,secondary,no,169,no,no,301,1,94,3,failure,yes
37,married,tertiary,no,1276,no,no,146,1,94,2,success,yes
27,single,secondary,no,535,no,no,183,1,94,1,success,yes
37,married,tertiary,no,2987,yes,no,135,8,96,1,success,no
31,single,secondary,no,270,no,no,176,1,200,2,success,no
41,divorced,primary,no,487,no,no,163,1,200,1,failure,no
22,single,secondary,no,1925,no,no,84,1,196,1,failure,no
33,married,tertiary,no,71,no,no,136,1,287,1,failure,no
42,married,tertiary,no,10072,no,no,137,3,208,1,failure,no
26,single,secondary,no,203,no,no,104,1,196,1,failure,no
54,married,secondary,no,0,no,no,986,1,94,8,failure,no
37,single,tertiary,no,197,no,no,175,1,200,1,success,yes
33,married,tertiary,no,263,no,no,79,4,94,3,failure,no
43,married,tertiary,no,3186,no,no,380,1,88,1,failure,yes
49,divorced,secondary,no,972,no,no,104,3,175,2,failure,no
35,married,tertiary,no,3160,yes,no,445,2,95,1,failure,yes
24,married,secondary,no,272,no,no,105,2,94,2,success,yes
75,married,tertiary,no,6027,no,no,1248,2,94,2,failure,yes
52,married,tertiary,no,583,no,no,209,1,91,2,failure,yes
62,married,tertiary,no,10373,no,no,140,3,97,3,failure,no
55,divorced,tertiary,no,0,no,no,134,2,91,1,success,yes
29,single,primary,no,1374,no,no,309,3,208,4,success,yes
20,single,secondary,no,215,no,no,325,1,95,5,success,yes
42,married,primary,no,5310,yes,no,968,2,97,4,success,yes
27,single,tertiary,no,11862,no,no,285,2,97,7,success,yes
30,single,tertiary,no,265,no,no,295,1,93,3,success,no
23,single,secondary,no,922,no,no,242,1,85,8,failure,no
53,married,secondary,no,65,no,no,99,1,92,2,failure,no
28,single,secondary,no,1925,no,no,487,1,97,2,failure,yes
38,married,secondary,no,6728,no,no,232,1,96,4,success,yes
72,married,secondary,no,1129,no,no,208,1,91,1,success,yes
29,single,secondary,no,265,yes,no,414,1,184,1,failure,yes
34,married,tertiary,no,69,no,yes,296,1,205,2,failure,yes
27,single,tertiary,no,567,no,no,238,2,184,1,success,yes
52,married,secondary,no,1797,yes,no,92,2,99,1,failure,no
77,married,primary,no,680,no,no,341,4,94,3,failure,no
35,single,secondary,no,204,yes,no,110,3,189,1,success,no
58,married,secondary,no,3399,no,no,1628,2,188,8,success,yes
46,married,tertiary,no,31630,no,no,448,2,214,1,failure,no
25,single,secondary,no,304,no,no,152,1,188,2,success,no
22,single,tertiary,no,691,no,no,260,5,103,1,success,yes
33,married,tertiary,no,8023,no,no,107,1,105,3,failure,no
28,single,secondary,no,520,yes,no,113,1,168,1,failure,no
60,divorced,tertiary,no,4,yes,no,415,1,190,5,failure,yes
29,single,secondary,no,1165,no,no,244,2,184,1,success,yes
36,divorced,tertiary,no,4708,no,no,284,1,171,1,failure,yes
68,married,tertiary,no,2820,no,no,154,1,97,2,failure,yes
48,married,tertiary,no,1147,no,no,155,1,120,3,success,yes
25,single,tertiary,no,1189,no,no,110,1,183,1,success,no
28,single,secondary,no,339,no,no,350,1,182,1,success,yes
29,single,tertiary,no,19,no,no,274,1,230,1,success,yes
49,married,tertiary,no,5887,no,no,439,3,185,5,success,yes
42,married,secondary,no,2913,no,no,127,2,184,2,success,no
43,single,tertiary,no,11891,no,no,821,5,242,1,success,yes
44,single,secondary,no,733,yes,no,360,2,105,5,success,yes
58,single,secondary,no,2223,no,no,1139,2,114,1,success,no
38,married,secondary,no,5000,no,no,720,5,536,5,failure,no
31,married,secondary,no,389,yes,no,69,1,185,2,failure,no
42,single,secondary,no,684,no,no,163,1,186,1,success,no
42,married,tertiary,no,144,no,no,143,1,283,3,failure,no
32,single,secondary,no,8626,no,no,200,1,196,2,failure,no
29,single,secondary,no,314,no,no,415,2,116,4,failure,yes
38,divorced,secondary,no,1190,yes,no,347,4,186,5,success,no
29,single,tertiary,no,2489,yes,no,1002,3,283,2,success,no
42,married,tertiary,no,254,no,no,288,7,183,4,success,yes
37,married,secondary,no,0,yes,no,179,1,190,1,success,yes
27,single,tertiary,no,1623,no,no,161,1,190,1,success,no
34,married,secondary,no,294,yes,no,265,1,184,3,success,yes
79,married,secondary,no,8304,no,no,456,2,275,9,success,yes
57,divorced,primary,no,698,no,no,135,3,191,2,failure,no
41,married,secondary,no,1077,yes,yes,207,3,387,2,failure,yes
22,single,tertiary,no,1258,no,no,182,1,156,1,failure,no
58,married,tertiary,no,256,no,no,422,1,188,3,success,yes
54,divorced,tertiary,no,380,no,yes,501,1,188,2,success,no
45,married,tertiary,no,1788,no,no,364,1,191,4,failure,no
40,single,tertiary,no,3797,no,no,263,1,195,2,failure,no
30,married,secondary,no,2326,no,no,420,1,175,2,failure,yes
41,single,tertiary,no,10346,no,no,352,1,182,3,success,no
35,married,tertiary,no,3402,no,no,269,1,194,2,failure,no
36,married,tertiary,no,925,no,no,321,3,189,4,success,yes
64,married,primary,no,67,no,no,86,2,111,1,failure,no
53,married,secondary,no,1796,no,no,476,1,193,1,failure,yes
26,single,tertiary,no,12,no,no,72,4,186,6,success,no
29,single,tertiary,no,572,no,no,314,1,195,1,success,yes
43,married,secondary,no,775,no,no,325,1,124,2,failure,no
57,married,secondary,no,5313,no,no,283,2,196,1,success,yes
46,married,tertiary,no,0,yes,no,155,1,199,2,failure,no
47,married,secondary,no,0,yes,no,97,1,231,2,failure,no
56,married,secondary,no,393,no,yes,103,1,206,1,failure,no
34,married,secondary,no,1337,no,no,330,2,127,3,success,yes
52,married,secondary,no,195,yes,no,110,2,205,3,failure,no
32,married,secondary,no,35,no,no,324,3,126,3,success,yes
31,single,tertiary,no,596,no,no,184,6,196,2,failure,no
27,single,secondary,no,538,no,no,170,4,197,2,success,yes
29,married,secondary,no,399,no,no,454,6,199,1,failure,no
50,married,tertiary,no,5108,yes,no,406,1,182,2,failure,yes
57,married,secondary,no,1841,no,no,127,2,196,1,success,no
60,married,secondary,no,294,no,no,104,5,198,4,success,no
44,married,secondary,no,1025,yes,no,116,2,202,1,failure,no
50,married,secondary,no,320,no,no,294,3,315,4,success,yes
44,married,secondary,no,132,no,no,103,5,124,4,success,no
39,single,secondary,no,804,no,no,193,8,203,1,success,no
32,single,secondary,no,131,yes,no,322,1,189,1,success,yes
59,married,primary,no,2074,no,no,467,1,186,2,success,yes
68,married,secondary,no,1443,no,no,2062,2,257,1,success,yes
40,single,secondary,no,782,yes,no,94,5,202,17,failure,no
34,single,secondary,no,303,no,no,94,3,200,6,success,no
64,married,tertiary,no,661,no,no,367,2,294,2,failure,yes
49,married,secondary,no,905,no,no,385,7,131,2,failure,no
60,married,secondary,no,3735,no,no,190,1,188,9,success,yes
72,married,primary,no,4657,no,no,305,3,309,5,success,yes
30,married,primary,no,5,no,no,282,1,203,1,success,yes
48,married,secondary,no,1559,no,no,520,3,133,3,failure,no
59,married,tertiary,no,2764,no,no,237,1,206,2,failure,no
43,married,tertiary,no,4216,no,no,150,2,195,2,success,yes
49,married,secondary,no,3570,no,no,62,3,202,2,failure,no
32,single,tertiary,no,623,no,no,273,1,203,1,failure,no
47,married,secondary,no,3519,no,yes,193,1,220,1,failure,no
43,married,tertiary,no,3518,no,no,206,2,196,2,success,yes
39,single,tertiary,no,25,yes,no,315,1,210,2,success,yes
27,single,secondary,no,1347,no,no,824,1,193,11,success,yes
35,single,tertiary,no,7546,yes,no,137,1,122,3,failure,no
38,married,secondary,no,11303,no,no,473,2,216,2,failure,yes
32,single,tertiary,no,718,yes,no,155,1,197,1,success,yes
32,married,secondary,no,914,no,no,434,1,197,1,success,no
23,single,secondary,no,870,no,no,296,1,176,4,success,yes
35,married,secondary,no,978,no,no,1370,3,209,3,success,yes
27,married,secondary,no,1595,no,no,196,2,197,2,success,yes
36,married,tertiary,no,629,yes,yes,109,1,246,1,failure,no
61,married,secondary,no,544,no,no,63,3,200,9,success,yes
30,single,tertiary,no,2907,yes,no,146,2,218,1,failure,no
40,married,secondary,no,3126,yes,no,110,3,232,2,failure,no
50,divorced,tertiary,no,315,no,no,249,1,119,1,failure,no
27,single,secondary,no,302,no,no,151,1,189,1,success,no
25,single,secondary,no,139,no,yes,202,1,91,1,success,yes
57,married,secondary,no,1044,no,no,585,1,192,2,success,yes
55,married,secondary,no,1633,no,no,210,1,192,2,success,yes
29,single,secondary,no,102,no,no,111,1,210,4,failure,no
73,married,primary,no,1388,no,no,767,2,83,1,success,yes
70,married,primary,no,3230,no,no,300,2,48,1,failure,no
67,married,primary,no,1430,no,no,499,2,91,3,failure,yes
29,single,tertiary,no,14,no,no,106,1,105,2,failure,no
67,married,primary,no,585,no,no,164,1,148,1,failure,no
31,single,secondary,no,2544,no,no,229,1,279,2,success,yes
66,single,tertiary,no,0,no,no,105,1,92,2,failure,no
49,married,tertiary,no,1093,yes,yes,243,2,91,2,success,yes
21,single,secondary,no,2488,no,no,661,2,92,1,success,yes
28,single,tertiary,no,1579,no,no,163,1,91,3,failure,yes
64,married,tertiary,no,2139,no,no,230,1,91,2,failure,no
62,married,tertiary,no,4692,yes,no,113,1,90,1,failure,no
31,married,tertiary,no,330,no,no,260,1,194,2,success,yes
40,married,tertiary,no,5142,no,no,147,2,224,1,failure,no
29,single,tertiary,no,270,yes,no,110,7,252,4,failure,no
70,divorced,primary,no,482,no,no,372,1,196,2,success,yes
59,married,primary,no,4198,no,no,309,1,91,10,success,yes
51,married,secondary,no,423,yes,yes,236,1,90,1,failure,no
48,married,secondary,no,817,no,no,517,1,282,4,success,yes
36,divorced,secondary,no,592,no,no,96,7,93,7,success,no
33,single,secondary,no,133,no,no,305,2,274,1,success,yes
30,single,tertiary,no,536,no,no,362,2,91,2,success,yes
60,divorced,tertiary,no,979,yes,no,295,3,347,1,failure,yes
65,married,primary,no,2173,no,no,543,4,276,1,failure,no
35,single,tertiary,no,1830,no,no,78,4,93,2,failure,no
28,married,tertiary,no,893,no,no,204,2,94,2,success,no
57,married,tertiary,no,1318,no,no,91,2,94,3,success,no
79,married,primary,no,8556,no,no,326,2,272,2,success,yes
64,married,secondary,no,588,no,no,366,1,91,2,failure,yes
42,married,secondary,no,994,yes,no,453,1,67,9,success,yes
47,married,secondary,no,820,no,no,262,1,91,1,success,yes
37,married,tertiary,no,539,no,no,540,2,115,3,failure,no
21,single,primary,no,423,no,no,287,5,285,5,success,yes
63,married,tertiary,no,1528,no,no,309,2,95,3,success,no
66,married,secondary,no,203,no,no,353,1,195,1,success,yes
19,single,primary,no,103,no,no,177,2,95,4,failure,no
46,single,secondary,no,1693,yes,no,137,1,97,1,success,no
76,married,tertiary,no,2991,no,no,195,1,95,2,success,no
61,married,secondary,no,86,no,no,639,1,94,1,success,yes
62,married,secondary,no,243,no,no,117,1,280,1,success,no
39,married,tertiary,no,1802,no,no,129,2,97,2,failure,no
37,single,tertiary,no,2163,no,no,114,1,234,1,failure,no
74,married,tertiary,no,2575,no,no,172,2,161,1,failure,no
32,single,tertiary,no,307,no,no,96,1,201,3,success,no
50,married,tertiary,no,5969,no,no,455,1,544,2,failure,yes
61,married,tertiary,no,13546,no,no,318,2,283,3,success,no
27,married,tertiary,no,2855,no,no,240,1,301,3,failure,yes
30,single,secondary,no,323,no,no,116,1,151,3,failure,no
36,married,tertiary,no,203,no,no,255,1,88,1,success,yes
38,married,primary,no,7005,yes,no,696,1,202,2,success,yes
27,single,tertiary,no,689,no,no,98,1,307,1,failure,no
40,married,tertiary,no,1108,no,no,228,1,92,5,failure,no
77,married,secondary,no,4112,no,no,1616,1,95,2,success,yes
68,single,tertiary,no,2144,no,no,708,1,96,3,success,yes
81,married,primary,no,243,no,no,340,1,92,1,success,yes
36,married,tertiary,no,6,yes,no,100,1,435,1,failure,no
38,single,secondary,no,0,no,no,240,1,92,4,success,no
52,married,secondary,no,992,yes,no,342,1,92,2,success,yes
38,divorced,secondary,no,70,no,no,164,4,92,4,success,yes
71,married,tertiary,no,353,no,no,208,1,93,2,failure,no
70,married,secondary,no,2626,no,no,175,3,147,2,success,no
69,divorced,secondary,no,4572,no,no,185,2,92,3,success,no
39,married,secondary,no,0,no,no,366,1,436,10,failure,yes
61,married,secondary,no,89,no,no,477,2,92,3,failure,no
36,single,tertiary,no,129,no,no,918,1,93,1,success,yes
33,single,tertiary,no,373,no,yes,169,3,93,1,failure,no
52,married,secondary,no,659,no,no,390,4,93,1,success,yes
66,married,primary,no,747,no,no,203,3,93,1,failure,no
38,single,tertiary,no,6889,yes,no,194,1,286,3,failure,no
29,single,tertiary,no,187,yes,no,154,2,555,2,failure,no
80,married,primary,no,997,no,no,151,1,91,3,success,yes
31,single,tertiary,no,2017,yes,no,167,1,286,5,failure,no
33,married,tertiary,no,1699,no,no,202,1,83,3,success,yes
56,married,tertiary,no,1181,no,no,186,1,433,1,failure,yes
64,married,tertiary,no,3951,no,no,134,1,91,1,success,yes
54,married,secondary,no,0,no,no,161,1,98,2,failure,yes
52,married,tertiary,no,2557,no,no,134,5,204,2,success,yes
66,married,tertiary,no,1948,no,no,216,1,91,4,success,yes
31,single,tertiary,no,283,no,no,98,2,241,1,failure,no
82,divorced,primary,no,1381,no,no,86,3,93,1,failure,no
28,single,secondary,no,261,yes,yes,254,3,142,6,success,yes
34,married,tertiary,no,5878,no,no,159,7,98,3,success,no
36,married,tertiary,no,202,no,no,313,1,120,3,failure,yes
26,single,secondary,no,338,no,no,245,1,92,3,success,no
54,single,secondary,no,1958,no,no,179,1,206,6,failure,no
32,divorced,tertiary,no,530,yes,no,131,1,127,3,failure,no
60,married,primary,no,5,no,no,533,1,92,1,success,yes
20,single,primary,no,0,no,no,143,5,91,8,failure,no
29,married,secondary,no,1599,yes,no,200,2,96,3,failure,no
40,single,tertiary,no,257,no,no,147,1,209,1,failure,no
72,single,tertiary,no,1285,no,no,280,2,91,7,failure,no
36,single,tertiary,no,980,no,no,343,2,95,2,failure,no
65,married,tertiary,no,1973,no,no,121,1,287,3,success,no
60,married,tertiary,no,3401,no,no,121,1,95,2,success,no
37,single,tertiary,no,953,yes,no,102,1,155,5,failure,no
33,married,tertiary,no,62,yes,no,102,1,264,1,failure,no
33,single,tertiary,no,685,yes,no,105,1,96,2,failure,no
31,single,secondary,no,523,no,yes,323,1,109,5,failure,no
65,married,primary,no,493,no,no,348,1,109,2,failure,no
56,married,secondary,no,1989,no,no,336,2,281,2,failure,yes
53,single,secondary,no,2398,yes,no,108,1,92,1,success,no
33,married,secondary,no,303,yes,no,355,1,301,5,success,yes
72,married,primary,no,2600,no,no,443,2,82,3,success,yes
44,married,tertiary,no,1818,yes,yes,508,1,92,4,failure,yes
31,single,tertiary,no,302,no,no,349,1,357,3,success,yes
52,married,secondary,no,955,no,yes,153,1,48,3,success,yes
37,single,secondary,no,265,yes,yes,140,1,366,2,failure,yes
45,married,secondary,no,205,no,no,373,1,92,1,success,yes
37,married,tertiary,no,238,no,no,185,1,92,1,success,yes
68,married,tertiary,no,2812,no,no,279,2,181,1,failure,yes
36,married,tertiary,no,506,no,no,124,1,92,3,success,no
38,single,secondary,no,262,no,no,315,2,180,6,failure,yes
59,married,secondary,no,0,no,no,722,1,99,4,failure,no
74,married,primary,no,5539,no,no,253,2,181,1,success,no
55,divorced,tertiary,no,2037,no,no,305,2,94,3,success,yes
32,single,tertiary,no,0,no,no,233,3,276,2,failure,yes
62,married,secondary,no,569,no,no,94,5,184,1,success,yes
54,divorced,secondary,no,0,yes,yes,330,1,182,3,success,no
37,single,secondary,no,115,no,no,187,1,83,9,failure,no
55,married,secondary,no,602,no,no,390,2,150,6,success,yes
41,single,tertiary,no,1646,yes,no,261,1,184,6,success,yes
35,single,tertiary,no,144,yes,yes,202,4,113,20,failure,no
28,single,tertiary,no,5474,no,no,181,4,191,5,success,no
35,single,tertiary,no,415,no,no,649,1,176,1,failure,yes
21,single,secondary,no,210,no,no,123,2,174,1,failure,no
80,married,secondary,no,2354,no,no,739,1,181,2,failure,yes
61,married,tertiary,no,175,no,no,79,2,183,2,success,no
38,married,secondary,no,318,no,no,383,1,181,5,failure,yes
63,married,secondary,no,2,no,no,45,2,93,1,success,no
48,married,secondary,no,1730,yes,no,489,1,178,2,failure,yes
76,married,tertiary,no,0,no,no,92,3,169,1,failure,no
29,single,tertiary,no,1788,no,no,303,1,100,1,success,no
29,single,tertiary,no,308,no,no,162,2,184,1,failure,no
30,single,secondary,no,228,no,no,232,1,365,1,failure,no
33,single,tertiary,no,696,no,yes,193,1,176,8,failure,no
32,single,secondary,no,228,no,no,176,1,288,3,failure,no
34,single,tertiary,no,382,no,no,148,1,94,1,failure,no
76,married,secondary,no,2302,no,no,110,1,87,2,failure,no
34,married,tertiary,no,1778,no,no,99,1,93,3,success,no
36,single,tertiary,no,994,no,no,195,1,176,5,failure,yes
42,married,tertiary,no,1536,no,no,132,1,182,3,success,no
37,married,secondary,no,96,no,no,102,1,182,3,success,no
29,single,tertiary,no,19,no,no,110,2,64,2,success,yes
34,married,secondary,no,1221,yes,no,210,2,274,6,failure,no
25,single,tertiary,no,145,no,no,145,1,182,1,failure,no
32,married,tertiary,no,2976,yes,no,783,1,175,5,failure,yes
42,divorced,secondary,no,490,yes,no,203,2,188,1,failure,no
23,single,tertiary,no,897,yes,no,190,2,280,8,failure,yes
